4748,Wojciech,Czerwiñski,94661750589,10.11.1992,84-498,K
4749,Szymon,Brodowicz,85896883196,22.06.1998,74-437,K
4750,Cezary,Brodowicz,68829277032,06.01.1970,49-269,M
4751,Bogdan,Danielak,71104229155,06.07.1971,81-637,M
4752,Cezary,Szymañski,63761806557,08.03.1969,3-175,M
4753,Bogdan,WoŸniak,89128912452,09.06.1989,13-943,M
4754,Marcin,Górski,80633099029,17.11.1974,12-416,M
4755,Adam,Czerwiñski,69688177481,02.04.1992,39-853,K
4756,Michal,Jab³onowski,69266948684,15.06.1990,55-392,K
4757,Cezary,Szymañski,74625898888,25.04.1989,63-876,K
4758,Rafa³,Abacki,63399759143,01.08.1989,24-165,M
4759,Cezary,Kowalczyk,75762008586,01.09.1965,24-881,K
4760,Rafa³,Wolny,90536252388,13.08.1974,72-473,M
4761,Aleksander,Wiœniewski,99927697230,15.08.1986,71-423,M
4762,Krzysztof,Wójcik,64316276433,01.07.1987,10-647,M
4763,Krzysztof,Szymañski,68815703609,19.12.1992,45-136,M
4764,Marcin,Wójcik,63062883468,19.09.1960,73-307,K
4765,Rafa³,WoŸniak,86845139776,21.03.1980,10-383,M
4766,Szymon,Kamiñski,96937473968,01.11.1981,81-177,M
4767,Adrian,Wójcik,67538135680,08.05.1993,52-228,K
4768,Szymon,Górski,95541440066,24.05.1972,47-655,K
4769,Bogdan,Kowalczyk,61781485369,13.02.1966,21-811,K
4770,Sylwester,Czerwiñski,81566527106,05.03.1963,85-178,M
4771,Damian,Czerwiñski,71233129221,20.08.1979,52-706,K
4772,Michal,WoŸniak,67798493115,01.11.1983,79-631,K
4773,Jakub,Abacki,99278290873,10.10.1979,73-057,K
4774,Adam,Wolny,90862795068,21.05.1979,13-334,K
4775,Tomek,Jab³onowski,63824343944,26.02.1993,61-750,M
4776,Rafa³,Kowalczyk,66781137697,16.02.1987,78-117,K
4777,Aleksander,WoŸniak,63756795690,26.07.1977,45-177,M
4778,Adam,Zieliñski,94591977652,12.07.1967,50-672,K
4779,Sebastian,Wolny,68333131852,27.09.1991,7-030,M
4780,Piotr,Nowak,74023497538,09.03.1975,52-204,K
4781,Marcin,WoŸniak,82074424653,01.02.1997,51-654,K
4782,Piotr,Górski,71303463441,07.11.1960,45-980,M
4783,Jakub,Wiœniewski,99882426329,16.02.1977,69-416,M
4784,Szymon,Danielak,66576049347,05.07.1990,65-616,K
4785,Piotr,Szymañski,69547073834,07.09.1968,24-149,K
4786,Cezary,Wiœniewski,86949784910,06.12.1994,58-065,K
4787,Szymon,Szymañski,97938389102,04.03.1977,17-862,K
4788,Jakub,Zieliñski,90174793294,04.11.1996,73-783,M
4789,Bogdan,Brodowicz,87022741587,13.11.1961,78-284,M
4790,Piotr,Wójcik,77830266140,05.09.1984,12-885,M
4791,Adrian,Czerwiñski,73313685886,07.02.1990,13-963,M
4792,Rafa³,Zieliñski,93029303839,17.12.1992,89-788,M
4793,Sylwester,Wiœniewski,92443553678,08.10.1997,88-981,M
4794,Michal,Wiœniewski,67635079735,03.01.1996,54-937,M
4795,Wojciech,Kowalczyk,72858530358,26.11.1970,24-026,K
4796,Michal,Boguszewski,66160436794,24.01.1960,33-920,K
4797,Piotr,Abacki,91895686093,02.05.1979,21-719,K
4798,Cezary,Kowalczyk,99465654523,12.11.1970,67-557,M
4799,Bogdan,Wójcik,80746624410,10.01.1968,86-786,M
4800,Adam,Czerwiñski,83945291392,28.09.1998,37-272,M
4801,Jakub,Danielak,90196371140,20.05.1988,59-230,K
4802,Szymon,Szymañski,89196720157,06.01.1968,14-290,K
4803,Michal,Brodowicz,79623156628,12.12.1973,22-347,M
4804,Adam,Kamiñski,92361194945,20.10.1982,47-936,M
4805,Cezary,Jab³onowski,64838641674,08.01.1998,33-743,M
4806,Szymon,Kamiñski,92488782795,15.03.1986,80-188,M
4807,Jakub,Abacki,77066488561,03.02.1964,67-740,M
4808,Damian,Kowalczyk,82291840237,01.12.1995,59-390,K
4809,Damian,Wolny,66166492193,09.11.1991,13-094,M
4810,Adrian,Kowalczyk,86878746896,13.11.1989,81-184,M
4811,Krzysztof,Wójcik,83992493235,06.09.1975,78-647,K
4812,Damian,Wolny,95036581860,03.07.1999,7-583,M
4813,Wojciech,Abacki,96679039033,16.03.1980,87-089,K
4814,Krzysztof,Zieliñski,74957900535,17.10.1982,10-091,M
4815,Szymon,Górski,74812284132,18.09.1976,40-242,K
4816,Sylwester,Wójcik,91182210711,27.08.1992,4-003,K
4817,Szymon,Górski,81609446032,22.07.1975,1-425,M
4818,Wojciech,Czerwiñski,97818559623,13.11.1970,6-464,K
4819,Adrian,Wolny,71404635987,07.06.1974,87-453,M
4820,Wojciech,Kowalczyk,74448346673,14.10.1967,39-173,M
4821,Adam,Wójcik,61405858435,03.02.1961,33-948,K
4822,Tomek,Boguszewski,81704449373,10.11.1989,89-506,M
4823,Sebastian,Kowalski,63205200795,10.01.1993,1-678,K
4824,Jakub,Abacki,84694787639,28.07.1989,14-524,K
4825,Damian,Czerwiñski,77855820481,07.05.1977,20-688,K
4826,Bogdan,Górski,61214060658,28.10.1978,49-230,M
4827,Cezary,Wolny,79436584288,15.05.1968,37-964,M
4828,Jakub,Kowalski,84483268961,06.03.1994,69-753,K
4829,Rafa³,Wolny,84340561543,13.06.1979,18-536,M
4830,Wojciech,Kamiñski,93195846413,13.12.1999,49-268,K
4831,Jakub,Wolny,96297484211,10.08.1987,37-211,K
4832,Krzysztof,Boguszewski,82965925526,12.11.1973,56-748,M
4833,Aleksander,Brodowicz,97697871028,06.10.1992,90-094,K
4834,Bogdan,Czerwiñski,69346535644,02.11.1995,49-229,K
4835,Krzysztof,Górski,70508237314,01.12.1966,18-915,M
4836,Sebastian,Boguszewski,84024292239,12.08.1986,25-361,K
4837,Wojciech,Brodowicz,72089374011,22.04.1975,85-012,K
4838,Adrian,Wolny,91402210706,10.01.1986,56-100,M
4839,Szymon,Brodowicz,83707277190,28.12.1965,90-866,M
4840,Wojciech,Wiœniewski,93773136656,04.04.1976,83-515,M
4841,Bogdan,Wolny,65957392479,17.04.1990,44-939,K
4842,Damian,WoŸniak,78881477135,19.06.1981,4-135,M
4843,Aleksander,Danielak,60801435803,20.11.1964,88-529,M
4844,Szymon,Kowalski,94776100608,23.12.1970,52-394,K
4845,Adam,Kamiñski,87761162851,16.05.1999,15-356,M
4846,Sebastian,Kowalczyk,85610797123,18.08.1973,77-720,K
4847,Adrian,Zieliñski,83643659367,14.11.1960,61-694,K
4848,Adam,Nowak,63133066289,04.07.1992,35-155,K
4849,Marcin,Kamiñski,75933484027,21.05.1971,60-652,M
4850,Rafa³,Abacki,66349059557,15.03.1993,74-736,M
4851,Michal,Kowalczyk,63289555334,11.11.1986,14-103,K
4852,Rafa³,Kamiñski,83813812282,13.09.1972,68-000,M
4853,Sylwester,Wiœniewski,76321132076,24.09.1990,82-968,K
4854,Adam,Abacki,68701501620,17.01.1996,21-046,K
4855,Szymon,Szymañski,88802962695,15.09.1964,72-285,M
4856,Jakub,Danielak,79218578030,25.02.1967,54-235,M
4857,Wojciech,Kamiñski,98919793165,22.10.1963,1-306,K
4858,Adam,Górski,83907928783,04.03.1963,89-365,K
4859,Bogdan,Nowak,83068986698,19.06.1977,18-515,K
4860,Marcin,Danielak,80861445384,18.03.1973,58-711,K
4861,Tomek,Kowalski,81199946876,12.01.1994,4-713,K
4862,Marcin,Zieliñski,60207870388,11.10.1997,88-905,K
4863,Adrian,Kamiñski,66562771154,02.10.1964,18-983,M
4864,Tomek,WoŸniak,98823979389,01.12.1975,90-475,M
4865,Wojciech,WoŸniak,60399320308,03.04.1975,62-275,K
4866,Michal,Kowalczyk,97537988481,04.06.1970,70-376,K
4867,Wojciech,Abacki,66328848423,04.04.1993,1-619,K
4868,Jakub,Kamiñski,81940767902,13.01.1994,68-035,M
4869,Szymon,Brodowicz,65361092732,02.09.1998,86-609,K
4870,Damian,WoŸniak,84098600688,25.03.1961,8-543,M
4871,Adam,Kowalski,65903157675,07.03.1996,17-470,K
4872,Rafa³,Wiœniewski,78882324646,03.03.1989,79-820,K
4873,Damian,Nowak,95740656235,22.02.1963,50-389,K
4874,Michal,Kowalski,78353529425,23.01.1996,65-568,K
4875,Sylwester,Brodowicz,78248387409,28.09.1990,2-439,M
4876,Sylwester,Kamiñski,68839873063,13.05.1965,87-549,K
4877,Szymon,Danielak,89550002039,02.06.1986,43-043,K
4878,Sebastian,Kamiñski,99213005577,17.01.1975,40-777,M
4879,Adam,Brodowicz,95270382956,09.02.1990,12-056,M
4880,Piotr,Wiœniewski,73227928948,12.02.1995,15-673,K
4881,Szymon,Jab³onowski,82576517010,18.07.1985,44-375,K
4882,Adam,Nowak,77042039948,06.08.1988,75-160,K
4883,Szymon,Zieliñski,84497768579,01.09.1984,40-887,K
4884,Sylwester,Górski,93477836220,22.10.1968,8-932,K
4885,Bogdan,Brodowicz,91205916457,28.03.1967,46-705,M
4886,Bogdan,WoŸniak,66950568065,11.01.1997,39-720,M
4887,Piotr,Brodowicz,63472800505,18.09.1984,51-745,M
4888,Sebastian,Danielak,81009613316,09.04.1987,51-461,M
4889,Adam,Wójcik,96706998928,05.09.1999,81-867,K
4890,Cezary,Górski,94965235982,17.01.1981,14-993,K
4891,Aleksander,Kowalski,71808484519,18.12.1981,37-226,K
4892,Damian,Brodowicz,86427539181,23.05.1970,80-258,K
4893,Adrian,Czerwiñski,90282966937,06.07.1960,30-882,M
4894,Szymon,Zieliñski,74938644532,11.04.1981,34-937,K
4895,Szymon,WoŸniak,61504883842,24.09.1982,71-989,M
4896,Rafa³,Zieliñski,94018800221,11.10.1994,16-032,K
4897,Damian,Jab³onowski,61088463270,16.10.1981,11-116,K
4898,Bogdan,WoŸniak,84764689904,22.07.1980,26-092,K
4899,Jakub,Wiœniewski,60228943448,23.12.1964,3-625,M
4900,Wojciech,Górski,74072045722,15.05.1995,42-381,M
4901,Szymon,Kowalski,77016095453,13.08.1960,31-349,M
4902,Bogdan,Kamiñski,97526048968,17.07.1980,36-735,K
4903,Aleksander,Kowalczyk,83101292561,04.02.1976,89-682,M
4904,Aleksander,Kamiñski,76974442659,19.05.1982,53-715,M
4905,Adam,Zieliñski,90173178511,07.06.1985,22-181,M
4906,Sylwester,Kamiñski,68502238888,06.08.1970,13-817,K
4907,Wojciech,Wiœniewski,67000193415,14.05.1975,59-537,M
4908,Rafa³,Czerwiñski,75580008374,28.04.1978,8-886,K
4909,Piotr,Kamiñski,92597634547,24.07.1986,43-495,M
4910,Piotr,Danielak,89666248815,26.12.1997,71-543,K
4911,Sebastian,Szymañski,62818729139,23.09.1991,75-855,K
4912,Cezary,WoŸniak,73897783989,28.12.1979,42-806,K
4913,Sylwester,Brodowicz,67800003413,02.05.1980,8-261,K
4914,Krzysztof,Wolny,67870120048,18.10.1971,29-698,K
4915,Krzysztof,Kowalski,88687156072,12.10.1966,36-158,K
4916,Adrian,Czerwiñski,86213642779,25.06.1974,78-426,M
4917,Jakub,Górski,61602062328,01.11.1997,26-358,M
4918,Sylwester,Czerwiñski,65996523186,06.02.1987,81-782,M
4919,Tomek,Abacki,89952558753,13.04.1997,78-652,K
4920,Wojciech,Boguszewski,69078385096,12.03.1968,90-686,M
4921,Tomek,Boguszewski,78423990520,09.03.1965,45-334,M
4922,Piotr,Kamiñski,83051878529,18.06.1969,8-011,M
4923,Wojciech,Nowak,82763906252,18.09.1997,7-812,M
4924,Wojciech,Wiœniewski,71663401509,23.05.1993,7-223,M
4925,Rafa³,WoŸniak,60599092332,03.04.1968,9-701,K
4926,Adam,Nowak,87114966312,09.04.1960,74-702,K
4927,Wojciech,Brodowicz,97186260748,03.08.1989,2-551,M
4928,Krzysztof,Wiœniewski,72265198064,07.09.1980,12-047,M
4929,Krzysztof,Abacki,69759250660,01.11.1990,79-634,K
4930,Bogdan,Górski,88556974024,26.09.1962,57-936,K
4931,Krzysztof,Boguszewski,82847175178,21.02.1980,25-347,K
4932,Jakub,Kowalski,66527311119,04.12.1962,90-589,M
4933,Szymon,Kowalczyk,72633988748,10.06.1966,64-037,K
4934,Rafa³,WoŸniak,70604376183,19.09.1962,44-446,K
4935,Jakub,Abacki,80366315734,21.12.1971,9-868,M
4936,Aleksander,Danielak,74792891087,02.06.1996,11-513,M
4937,Krzysztof,Brodowicz,68593398539,27.03.1978,18-270,K
4938,Tomek,Brodowicz,98328571875,19.08.1970,15-591,M
4939,Marcin,Abacki,92647566502,05.05.1978,30-009,K
4940,Rafa³,Czerwiñski,97119852038,05.12.1977,24-112,K
4941,Bogdan,Kowalczyk,78172323660,24.11.1960,1-690,M
4942,Aleksander,Boguszewski,90332213644,27.07.1986,74-831,M
4943,Sebastian,Nowak,62558496301,05.04.1985,86-901,K
4944,Wojciech,Wójcik,62789974522,05.03.1974,17-493,M
4945,Rafa³,WoŸniak,62525643644,18.02.1991,81-615,M
4946,Krzysztof,Wolny,81750016531,26.01.1967,56-322,K
4947,Bogdan,Abacki,68414223133,02.01.1996,83-846,K
4948,Piotr,WoŸniak,67611558329,17.12.1980,38-439,M
4949,Adam,Kamiñski,67147020451,07.10.1990,20-269,M
4950,Krzysztof,Zieliñski,96744439296,25.09.1974,18-224,M
4951,Marcin,Kowalczyk,61777855480,04.08.1989,52-601,M
4952,Sylwester,Brodowicz,76165553301,01.10.1981,42-752,M
4953,Rafa³,Wiœniewski,62345888187,25.02.1991,2-473,K
4954,Tomek,Jab³onowski,71851661683,12.11.1982,65-631,K
4955,Wojciech,Kowalski,92751964448,19.12.1997,22-865,K
4956,Damian,Czerwiñski,99747277851,27.10.1972,77-427,M
4957,Rafa³,Abacki,76962709017,06.08.1964,14-506,M
4958,Aleksander,Kowalczyk,82583529825,17.07.1984,32-587,K
4959,Aleksander,Wolny,84042745024,01.10.1991,66-408,M
4960,Rafa³,Danielak,64250997624,10.03.1991,48-285,M
4961,Sylwester,Wójcik,61332019865,09.08.1978,35-870,K
4962,Adrian,WoŸniak,90449155011,23.11.1994,54-244,K
4963,Cezary,Kamiñski,91820830686,12.01.1981,12-522,K
4964,Aleksander,Brodowicz,98616541261,09.12.1986,68-771,M
4965,Tomek,Boguszewski,85246638413,27.12.1960,75-695,M
4966,Michal,Zieliñski,85468535202,10.12.1977,34-675,M
4967,Adam,Górski,87193073781,21.03.1975,69-884,M
4968,Marcin,Zieliñski,97209735552,13.05.1999,1-996,K
4969,Michal,Boguszewski,89371959482,28.09.1960,46-442,K
4970,Wojciech,Nowak,75194317828,20.06.1969,16-047,K
4971,Damian,Boguszewski,67920372392,06.05.1989,44-572,M
4972,Sebastian,Wójcik,98285808014,01.09.1970,48-216,M
4973,Jakub,Jab³onowski,92130256524,20.02.1963,60-192,K
4974,Sylwester,Wójcik,65495138026,19.05.1994,56-499,K
4975,Tomek,Nowak,82368391401,05.07.1960,88-888,K
4976,Krzysztof,Abacki,72585732365,22.02.1968,78-256,M
4977,Jakub,Górski,96108065581,08.02.1974,12-401,K
4978,Marcin,Jab³onowski,79625550535,26.07.1965,40-267,K
4979,Krzysztof,Kowalski,65924446428,01.04.1978,15-759,K
4980,Marcin,Danielak,97552303140,17.03.1963,9-843,K
4981,Michal,Zieliñski,61635749956,21.12.1975,31-921,K
4982,Jakub,Boguszewski,96549160420,19.08.1996,87-463,M
4983,Marcin,Wolny,96380725830,23.07.1983,39-073,K
4984,Marcin,Wójcik,82543766511,19.09.1975,22-933,M
4985,Cezary,Kamiñski,92575765201,13.04.1987,82-155,M
4986,Sebastian,Wiœniewski,92874064186,20.02.1969,38-571,K
4987,Sebastian,Danielak,84932363061,13.05.1996,29-754,K
4988,Aleksander,Kowalczyk,97292805642,24.11.1981,84-525,K
4989,Cezary,Czerwiñski,83806809288,23.08.1992,72-154,K
4990,Wojciech,Górski,98867635218,08.11.1986,57-830,K
4991,Wojciech,Nowak,95348862181,25.03.1965,42-971,K
4992,Sylwester,Abacki,75651256070,15.01.1971,41-492,M
4993,Rafa³,WoŸniak,98069773801,19.01.1997,56-470,K
4994,Krzysztof,Abacki,79274337909,04.02.1972,81-165,K
4995,Cezary,Wójcik,77274951033,10.04.1979,60-058,K
4996,Wojciech,Zieliñski,88209706200,16.10.1982,86-266,M
4997,Sebastian,Kamiñski,99743281053,10.02.1998,17-295,K
4998,Szymon,Wójcik,99368168036,13.07.1973,77-082,M
4999,Damian,WoŸniak,99080959365,12.11.1964,30-361,K
5000,Piotr,Abacki,96901999241,10.05.1975,47-213,K
5001,Adrian,Kamiñski,68448951183,24.07.1966,8-668,K
5002,Bogdan,Szymañski,68421599522,14.12.1982,25-408,K
5003,Marcin,Boguszewski,96127092963,05.12.1999,30-752,K
5004,Sebastian,Nowak,67548030158,03.10.1998,72-378,K
5005,Wojciech,Wolny,83263604485,15.12.1990,12-260,K
5006,Jakub,Kowalczyk,99656289823,07.02.1972,43-868,M
5007,Jakub,Jab³onowski,97534258430,06.06.1960,64-475,K
5008,Wojciech,Nowak,66861140035,01.03.1966,66-551,K
5009,Bogdan,Zieliñski,60018018875,14.05.1962,37-749,K
5010,Marcin,Zieliñski,87265303764,21.07.1968,57-649,K
5011,Sebastian,Wójcik,99488319500,02.06.1994,79-075,M
5012,Wojciech,Jab³onowski,60984704038,11.05.1996,19-425,K
5013,Tomek,Nowak,63175442831,25.01.1964,79-112,K
5014,Cezary,Szymañski,95770433259,16.10.1964,37-352,M
5015,Sylwester,Boguszewski,60914170072,23.02.1960,60-346,K
5016,Sylwester,WoŸniak,88326120979,02.10.1961,14-007,K
5017,Szymon,Szymañski,92813795620,15.04.1961,4-438,M
5018,Jakub,Wójcik,93426978060,09.02.1989,14-654,M
5019,Tomek,Nowak,85392415946,05.08.1992,71-549,M
5020,Wojciech,Kowalczyk,83962469585,28.01.1982,34-008,K
5021,Cezary,Brodowicz,78078109005,09.02.1963,30-673,K
5022,Aleksander,Boguszewski,65925278582,27.12.1993,49-247,K
5023,Rafa³,Czerwiñski,78200958980,24.12.1990,65-643,M
5024,Cezary,Wolny,89383508292,26.05.1973,80-881,K
5025,Aleksander,Kowalczyk,95832889002,28.07.1997,60-680,M
5026,Bogdan,Jab³onowski,95106501314,23.02.1992,24-579,K
5027,Damian,Abacki,67939869754,08.09.1986,51-533,M
5028,Krzysztof,Abacki,87661879478,05.05.1964,20-744,K
5029,Jakub,Zieliñski,71658256796,25.09.1993,73-403,K
5030,Michal,Czerwiñski,90934544589,22.07.1980,34-260,M
5031,Jakub,Brodowicz,89503201036,25.10.1993,27-117,M
5032,Aleksander,Zieliñski,60931841486,01.08.1981,52-962,K
5033,Adrian,Jab³onowski,87114254025,23.01.1989,77-828,K
5034,Jakub,WoŸniak,82888404224,23.07.1969,28-288,M
5035,Adam,Boguszewski,67548204614,23.10.1995,59-203,M
5036,Aleksander,Brodowicz,79643693641,09.11.1978,67-892,K
5037,Wojciech,Kowalski,81345345872,09.01.1984,80-271,M
5038,Adrian,Wolny,97422243979,11.08.1996,24-516,M
5039,Sebastian,Wiœniewski,65981391946,06.06.1981,46-500,K
5040,Sylwester,Wiœniewski,63636766260,11.12.1968,81-981,M
5041,Adam,Nowak,69131322701,12.05.1979,20-620,K
5042,Sylwester,Wójcik,96546695218,23.02.1975,28-212,M
5043,Cezary,WoŸniak,90679474546,25.11.1983,12-393,K
5044,Piotr,Wiœniewski,63846710604,17.10.1982,66-244,M
5045,Rafa³,Boguszewski,63441046674,24.07.1977,74-127,M
5046,Michal,Boguszewski,84967495504,05.08.1989,24-393,M
5047,Sylwester,Zieliñski,89267869547,08.02.1996,43-384,M
5048,Aleksander,Czerwiñski,77279613055,03.02.1987,20-585,M
5049,Sebastian,Nowak,97185233343,22.08.1961,71-892,K
5050,Adrian,Zieliñski,98810574018,18.12.1993,55-822,M
5051,Michal,Górski,96291692174,14.08.1968,59-583,K
5052,Bogdan,Kowalczyk,89445341392,03.10.1995,65-956,M
5053,Cezary,Zieliñski,78693250659,28.10.1961,5-370,K
5054,Bogdan,Boguszewski,93593927141,09.10.1977,37-592,M
5055,Rafa³,Wójcik,71142686180,07.12.1992,45-634,K
5056,Krzysztof,WoŸniak,65797071297,09.06.1988,64-654,M
5057,Adrian,Czerwiñski,94403922737,21.11.1964,61-527,K
5058,Tomek,Jab³onowski,74900782380,23.10.1981,43-224,M
5059,Sebastian,Boguszewski,68497456335,25.12.1983,65-138,K
5060,Aleksander,Nowak,76215510400,28.03.1965,3-140,M
5061,Cezary,Nowak,98814101996,28.02.1968,53-831,K
5062,Bogdan,Jab³onowski,95955938713,02.02.1995,44-966,K
5063,Piotr,Wolny,68005958722,20.09.1979,43-554,M
5064,Tomek,Szymañski,76196511146,03.01.1979,37-617,K
5065,Sylwester,Wiœniewski,80655771005,09.09.1970,72-077,K
5066,Sylwester,Wójcik,89369712761,07.11.1998,14-495,K
5067,Damian,Szymañski,88587504047,25.11.1977,72-675,M
5068,Cezary,Nowak,77413532534,14.07.1961,43-658,K
5069,Piotr,Boguszewski,87573768137,01.07.1976,47-502,K
5070,Cezary,Kamiñski,70387695687,23.10.1969,87-043,M
5071,Rafa³,Kowalczyk,87486040596,19.12.1966,90-057,M
5072,Krzysztof,Abacki,75383688242,04.05.1976,86-883,M
5073,Piotr,Kowalski,88305064880,26.05.1994,22-418,K
5074,Jakub,Górski,93154588018,10.02.1995,90-637,K
5075,Szymon,Jab³onowski,69180026797,13.12.1971,68-613,K
5076,Bogdan,Szymañski,72969242996,25.09.1962,60-299,K
5077,Krzysztof,Nowak,76004084755,23.01.1969,44-978,K
5078,Sebastian,Brodowicz,96010563332,21.05.1993,6-707,M
5079,Aleksander,Abacki,75069167460,26.03.1992,8-659,M
5080,Sebastian,Górski,95869999370,09.11.1987,57-400,M
5081,Sebastian,Czerwiñski,76366866330,04.04.1991,77-338,M
5082,Damian,Abacki,90614222838,13.03.1970,63-568,K
5083,Damian,Jab³onowski,72865747108,03.02.1981,22-678,K
5084,Jakub,Zieliñski,79607674392,19.12.1985,10-160,K
5085,Krzysztof,Górski,79177402430,22.03.1976,43-074,M
5086,Cezary,Abacki,91336314713,03.05.1965,74-623,K
5087,Michal,Kamiñski,67205372967,12.05.1983,89-602,K
5088,Szymon,Szymañski,72968217379,14.09.1968,49-954,M
5089,Krzysztof,Kamiñski,85303189804,28.03.1963,44-771,K
5090,Adam,WoŸniak,81307219332,03.10.1976,82-724,M
5091,Krzysztof,Abacki,83268190321,23.06.1976,30-404,M
5092,Bogdan,Jab³onowski,66727765780,10.07.1962,50-070,K
5093,Adam,Brodowicz,60727644772,06.03.1969,85-520,M
5094,Bogdan,Boguszewski,97696014465,13.03.1987,58-483,K
5095,Sylwester,Kowalczyk,86302564489,07.08.1997,57-462,M
5096,Piotr,Wójcik,74253461898,09.08.1975,43-435,M
5097,Wojciech,Wiœniewski,92636090055,10.01.1979,14-831,M
5098,Bogdan,Danielak,84538294239,28.07.1972,50-332,M
5099,Sebastian,Szymañski,68959733492,22.05.1999,57-503,K
5100,Szymon,Szymañski,74995371538,03.12.1995,81-319,M
5101,Jakub,Brodowicz,79389426117,16.12.1996,37-845,K
5102,Rafa³,Boguszewski,62310369456,28.11.1974,79-361,K
5103,Rafa³,Kamiñski,87897103958,27.07.1964,19-543,K
5104,Cezary,Wolny,86267807547,07.12.1982,25-829,M
5105,Szymon,Wolny,78742026657,28.01.1995,14-091,K
5106,Wojciech,Nowak,75209500951,16.07.1962,30-912,K
5107,Sylwester,Szymañski,78536283547,11.12.1999,51-358,M
5108,Adam,Wolny,82062567108,09.05.1970,74-348,K
5109,Damian,Wiœniewski,75215558058,21.06.1972,4-883,M
5110,Wojciech,Czerwiñski,79326821274,19.12.1974,8-387,K
5111,Szymon,Boguszewski,84698492945,22.07.1998,39-641,K
5112,Cezary,Górski,70108883326,11.01.1960,31-962,K
5113,Piotr,Wójcik,77017748736,15.04.1991,1-432,K
5114,Szymon,Kamiñski,67092142770,25.10.1996,30-137,M
5115,Rafa³,Brodowicz,89582062986,10.05.1992,43-232,K
5116,Michal,Kowalczyk,83134221185,23.05.1991,47-713,M
5117,Szymon,Abacki,81429563185,27.04.1976,83-867,M
5118,Jakub,Brodowicz,71032707715,17.09.1990,51-133,K
5119,Krzysztof,WoŸniak,86950812588,20.05.1979,25-165,K
5120,Jakub,Danielak,91350853422,11.12.1984,23-050,M
5121,Michal,Szymañski,66586085993,12.12.1990,20-585,K
5122,Damian,Brodowicz,86596998634,25.05.1972,4-840,K
5123,Cezary,Nowak,66597631154,02.03.1998,53-268,M
5124,Jakub,Wójcik,96481965616,07.01.1997,71-664,K
5125,Michal,WoŸniak,87203488098,28.01.1974,81-072,M
5126,Rafa³,Górski,85525109701,07.03.1971,25-841,M
5127,Aleksander,Czerwiñski,89280352921,16.08.1961,17-924,M
5128,Cezary,Szymañski,76846687152,12.12.1963,20-583,K
5129,Marcin,Szymañski,75610157487,28.06.1979,15-548,M
5130,Piotr,Boguszewski,99532624272,20.11.1962,30-125,K
5131,Michal,Górski,91839379791,06.01.1961,90-878,M
5132,Damian,Wolny,60482450756,07.07.1974,35-447,K
5133,Marcin,Szymañski,63921101728,06.01.1996,88-205,M
5134,Marcin,Kowalski,88383076181,01.01.1970,16-433,K
5135,Rafa³,Wolny,98212248536,04.01.1970,33-664,K
5136,Aleksander,Kamiñski,71756924403,13.08.1971,39-891,M
5137,Sylwester,Boguszewski,78301749016,14.06.1983,85-489,K
5138,Wojciech,Wolny,67493000399,11.04.1986,37-773,M
5139,Jakub,Boguszewski,74797858586,22.08.1969,23-146,M
5140,Sylwester,Jab³onowski,99930692204,12.02.1984,2-837,K
5141,Wojciech,Szymañski,88066728615,09.08.1962,53-207,M
5142,Rafa³,Szymañski,70506332890,15.10.1974,58-005,K
5143,Adam,Jab³onowski,97183966168,15.03.1995,52-767,M
5144,Sylwester,Abacki,67927564524,28.09.1969,30-194,M
5145,Michal,Kowalski,79749813822,08.01.1982,6-554,M
5146,Jakub,WoŸniak,86199036672,08.03.1983,77-377,M
5147,Aleksander,WoŸniak,97976100558,18.04.1989,44-163,K
5148,Wojciech,Szymañski,76749732389,26.08.1993,57-359,M
5149,Krzysztof,Kowalczyk,82379883527,09.06.1982,74-940,K
5150,Aleksander,Zieliñski,74374758399,25.09.1978,49-629,K
5151,Damian,WoŸniak,94377535829,18.07.1981,12-356,K
5152,Krzysztof,Kowalski,90526971441,06.08.1965,28-047,K
5153,Piotr,Wójcik,78187913504,18.12.1978,87-787,K
5154,Sebastian,Nowak,92262761916,07.09.1987,53-541,K
5155,Jakub,Wójcik,87186128843,21.05.1961,51-334,K
5156,Adam,Wójcik,64788042832,13.01.1987,21-323,K
5157,Cezary,Kamiñski,67907858553,04.06.1976,10-862,K
5158,Szymon,Zieliñski,65220460100,07.08.1966,3-777,K
5159,Rafa³,Czerwiñski,88640208418,13.03.1973,21-208,K
5160,Piotr,Brodowicz,60283226585,20.09.1975,69-788,M
5161,Wojciech,Wiœniewski,92059508067,15.05.1966,89-613,K
5162,Aleksander,Wójcik,96960825863,02.08.1973,75-575,K
5163,Jakub,Górski,78168895629,12.04.1974,14-175,M
5164,Sebastian,Nowak,98852489674,21.08.1970,70-349,M
5165,Krzysztof,Kowalczyk,99651559322,08.12.1985,77-377,K
5166,Adam,Wolny,89114069425,01.12.1973,45-811,M
5167,Jakub,Zieliñski,94092074613,03.12.1978,33-715,K
5168,Cezary,Wójcik,88849918844,02.07.1971,60-423,K
5169,Damian,Kamiñski,73816953635,07.04.1966,58-354,K
5170,Tomek,Nowak,93163456266,16.04.1963,43-164,K
5171,Aleksander,Nowak,94414099627,11.04.1980,87-207,K
5172,Krzysztof,Boguszewski,77009907416,05.11.1993,43-641,K
5173,Jakub,Górski,93740237118,08.11.1992,55-653,K
5174,Michal,Brodowicz,67538578152,06.11.1993,28-577,M
